,x,xdot,theta,theta_dot
2358,-5.74,-0.05,-0.00,0.00
2359,-5.75,-0.05,-0.00,0.00
2360,-5.75,-0.04,-0.00,0.00
2361,-5.76,-0.04,-0.00,0.00
2362,-5.76,-0.04,-0.00,0.00
2363,-5.77,-0.04,-0.00,0.00
2364,-5.77,-0.03,-0.00,0.00
2365,-5.77,-0.03,-0.00,0.00
2366,-5.78,-0.03,-0.00,0.00
2367,-5.78,-0.03,-0.00,0.00
2368,-5.78,-0.03,-0.00,0.00
2369,-5.78,-0.02,-0.00,0.00
2370,-5.79,-0.02,-0.00,0.00
2371,-5.79,-0.02,-0.00,0.00
2372,-5.79,-0.02,-0.00,0.00
2373,-5.79,-0.02,-0.00,0.00
2374,-5.80,-0.02,0.00,0.00
2375,-5.80,-0.02,0.00,0.00
2376,-5.80,-0.02,0.00,0.01
2377,-5.80,-0.02,0.00,0.01
2378,-5.80,-0.01,0.00,0.01
2379,-5.80,-0.01,0.00,0.01
2380,-5.81,-0.01,0.00,0.01
2381,-5.81,-0.01,0.01,0.01
2382,-5.81,-0.01,0.01,0.02
2383,-5.81,-0.01,0.01,0.02
2384,-5.81,-0.01,0.01,0.03
2385,-5.81,-0.00,0.01,0.03
2386,-5.81,0.00,0.02,0.04
2387,-5.74,-0.05,-0.00,0.00
2388,-5.74,-0.05,-0.00,0.00
2389,-5.75,-0.05,-0.00,0.00
2390,-5.75,-0.04,-0.00,0.00
2391,-5.76,-0.04,-0.00,0.00
2392,-5.76,-0.04,-0.00,0.00
2393,-5.77,-0.04,-0.00,0.00
2394,-5.77,-0.03,-0.00,0.00
2395,-5.77,-0.03,-0.00,0.00
2396,-5.78,-0.03,-0.00,0.00
2397,-5.78,-0.03,-0.00,0.00
2398,-5.78,-0.03,-0.00,0.00
2399,-5.78,-0.02,-0.00,0.00
2400,-5.79,-0.02,-0.00,0.00
2401,-5.79,-0.02,-0.00,0.00
2402,-5.79,-0.02,-0.00,0.00
2403,-5.79,-0.02,-0.00,0.00
2404,-5.80,-0.02,-0.00,0.00
2405,-5.80,-0.02,0.00,0.00
2406,-5.80,-0.02,0.00,0.00
2407,-5.80,-0.02,0.00,0.00
2408,-5.80,-0.02,0.00,0.01
2409,-5.80,-0.01,0.00,0.01
2410,-5.81,-0.01,0.00,0.01
2411,-5.81,-0.01,0.00,0.01
2412,-5.81,-0.01,0.00,0.01
2413,-5.81,-0.01,0.01,0.02
2414,-5.81,-0.01,0.01,0.02
2415,-5.81,-0.00,0.01,0.03
2416,-5.81,-0.00,0.01,0.03
2417,-5.81,0.00,0.02,0.04
2418,-5.74,-0.05,-0.00,0.00
2419,-5.75,-0.05,-0.00,0.00
2420,-5.75,-0.04,-0.00,0.00
2421,-5.76,-0.04,-0.00,0.00
2422,-5.76,-0.04,-0.00,0.00
2423,-5.77,-0.04,-0.00,0.00
2424,-5.77,-0.03,-0.00,0.00
2425,-5.77,-0.03,-0.00,0.00
2426,-5.78,-0.03,-0.00,0.00
2427,-5.78,-0.03,-0.00,0.00
2428,-5.78,-0.03,-0.00,0.00
2429,-5.78,-0.02,-0.00,0.00
2430,-5.79,-0.02,-0.00,0.00
2431,-5.79,-0.02,-0.00,0.00
2432,-5.79,-0.02,-0.00,0.00
2433,-5.79,-0.02,-0.00,0.00
2434,-5.80,-0.02,-0.00,0.00
2435,-5.80,-0.02,-0.00,0.00
2436,-5.80,-0.02,0.00,0.00
2437,-5.80,-0.02,0.00,0.00
2438,-5.80,-0.02,0.00,0.00
2439,-5.80,-0.01,0.00,0.01
2440,-5.81,-0.01,0.00,0.01
2441,-5.81,-0.01,0.00,0.01
2442,-5.81,-0.01,0.00,0.01
2443,-5.81,-0.01,0.00,0.01
2444,-5.81,-0.01,0.01,0.02
2445,-5.81,-0.01,0.01,0.02
2446,-5.81,-0.00,0.01,0.02
2447,-5.81,-0.00,0.01,0.03
2448,-5.81,0.00,0.01,0.04
2449,-5.75,-0.05,-0.00,0.00
2450,-5.75,-0.04,-0.00,0.00
2451,-5.76,-0.04,-0.00,0.00
2452,-5.76,-0.04,-0.00,0.00
2453,-5.77,-0.04,-0.00,0.00
2454,-5.77,-0.03,-0.00,0.00
2455,-5.77,-0.03,-0.00,0.00
2456,-5.78,-0.03,-0.00,0.00
2457,-5.78,-0.03,-0.00,0.00
2458,-5.78,-0.03,-0.00,0.00
2459,-5.78,-0.02,-0.00,0.00
2460,-5.79,-0.02,-0.00,0.00
2461,-5.79,-0.02,-0.00,0.00
2462,-5.79,-0.02,-0.00,0.00
2463,-5.79,-0.02,-0.00,0.00
2464,-5.80,-0.02,-0.00,0.00
2465,-5.80,-0.02,-0.00,0.00
2466,-5.80,-0.02,-0.00,0.00
2467,-5.80,-0.02,0.00,0.00
2468,-5.80,-0.02,0.00,0.00
2469,-5.80,-0.01,0.00,0.00
2470,-5.81,-0.01,0.00,0.01
2471,-5.81,-0.01,0.00,0.01
2472,-5.81,-0.01,0.00,0.01
2473,-5.81,-0.01,0.00,0.01
2474,-5.81,-0.01,0.00,0.01
2475,-5.81,-0.01,0.01,0.01
2476,-5.81,-0.01,0.01,0.02
2477,-5.81,-0.00,0.01,0.02
2478,-5.81,-0.00,0.01,0.03
2479,-5.81,0.00,0.01,0.04
2480,-5.75,-0.04,-0.00,0.00
2481,-5.76,-0.04,-0.00,0.00
2482,-5.76,-0.04,-0.00,0.00
2483,-5.77,-0.04,-0.00,0.00
2484,-5.77,-0.03,-0.00,0.00
2485,-5.77,-0.03,-0.00,0.00
2486,-5.78,-0.03,-0.00,0.00
2487,-5.78,-0.03,-0.00,0.00
2488,-5.78,-0.03,-0.00,0.00
2489,-5.78,-0.02,-0.00,0.00
2490,-5.79,-0.02,-0.00,0.00
2491,-5.79,-0.02,-0.00,0.00
2492,-5.79,-0.02,-0.00,0.00
2493,-5.79,-0.02,-0.00,0.00
2494,-5.80,-0.02,-0.00,0.00
2495,-5.80,-0.02,-0.00,0.00
2496,-5.80,-0.02,-0.00,0.00
2497,-5.80,-0.02,-0.00,0.00
2498,-5.80,-0.02,0.00,0.00
2499,-5.80,-0.01,0.00,0.00
2500,-5.81,-0.01,0.00,0.00
2501,-5.81,-0.01,0.00,0.01
2502,-5.81,-0.01,0.00,0.01
2503,-5.81,-0.01,0.00,0.01
2504,-5.81,-0.01,0.00,0.01
2505,-5.81,-0.01,0.00,0.01
2506,-5.81,-0.01,0.01,0.01
2507,-5.81,-0.01,0.01,0.02
2508,-5.81,-0.00,0.01,0.02
2509,-5.81,-0.00,0.01,0.03
2510,-5.81,0.00,0.01,0.03
2511,-5.76,-0.04,-0.00,0.00
2512,-5.76,-0.04,-0.00,0.00
2513,-5.77,-0.04,-0.00,0.00
2514,-5.77,-0.03,-0.00,0.00
2515,-5.77,-0.03,-0.00,0.00
2516,-5.78,-0.03,-0.00,0.00
2517,-5.78,-0.03,-0.00,0.00
2518,-5.78,-0.03,-0.00,0.00
2519,-5.78,-0.03,-0.00,0.00
2520,-5.79,-0.02,-0.00,0.00
2521,-5.79,-0.02,-0.00,0.00
2522,-5.79,-0.02,-0.00,0.00
2523,-5.79,-0.02,-0.00,0.00
2524,-5.80,-0.02,-0.00,0.00
2525,-5.80,-0.02,-0.00,0.00
2526,-5.80,-0.02,-0.00,0.00
2527,-5.80,-0.02,-0.00,0.00
2528,-5.80,-0.01,-0.00,0.00
2529,-5.80,-0.01,0.00,0.00
2530,-5.81,-0.01,0.00,0.00
2531,-5.81,-0.01,0.00,0.00
2532,-5.81,-0.01,0.00,0.00
2533,-5.81,-0.01,0.00,0.01
2534,-5.81,-0.01,0.00,0.01
2535,-5.81,-0.01,0.00,0.01
2536,-5.81,-0.01,0.00,0.01
2537,-5.81,-0.01,0.00,0.01
2538,-5.81,-0.01,0.01,0.02
2539,-5.81,-0.00,0.01,0.02
2540,-5.82,-0.00,0.01,0.03
2541,-5.82,0.00,0.01,0.03
2542,-5.76,-0.04,-0.00,0.00
2543,-5.77,-0.04,-0.00,0.00
2544,-5.77,-0.03,-0.00,0.00
2545,-5.77,-0.03,-0.00,0.00
2546,-5.78,-0.03,-0.00,0.00
2547,-5.78,-0.03,-0.00,0.00
2548,-5.78,-0.03,-0.00,0.00
2549,-5.78,-0.03,-0.00,0.00
2550,-5.79,-0.02,-0.00,0.00
2551,-5.79,-0.02,-0.00,0.00
2552,-5.79,-0.02,-0.00,0.00
2553,-5.79,-0.02,-0.00,0.00
2554,-5.80,-0.02,-0.00,0.00
2555,-5.80,-0.02,-0.00,0.00
2556,-5.80,-0.02,-0.00,0.00
2557,-5.80,-0.02,-0.00,0.00
2558,-5.80,-0.01,-0.00,0.00
2559,-5.80,-0.01,-0.00,0.00
2560,-5.81,-0.01,0.00,0.00
2561,-5.81,-0.01,0.00,0.00
2562,-5.81,-0.01,0.00,0.00
2563,-5.81,-0.01,0.00,0.00
2564,-5.81,-0.01,0.00,0.01
2565,-5.81,-0.01,0.00,0.01
2566,-5.81,-0.01,0.00,0.01
2567,-5.81,-0.01,0.00,0.01
2568,-5.81,-0.01,0.00,0.01
2569,-5.82,-0.01,0.01,0.02
2570,-5.82,-0.00,0.01,0.02
2571,-5.82,-0.00,0.01,0.02
2572,-5.82,0.00,0.01,0.03
2573,-5.77,-0.04,-0.00,0.00
2574,-5.77,-0.03,-0.00,0.00
2575,-5.77,-0.03,-0.00,0.00
2576,-5.78,-0.03,-0.00,0.00
2577,-5.78,-0.03,-0.00,0.00
2578,-5.78,-0.03,-0.00,0.00
2579,-5.78,-0.03,-0.00,0.00
2580,-5.79,-0.02,-0.00,0.00
2581,-5.79,-0.02,-0.00,0.00
2582,-5.79,-0.02,-0.00,0.00
2583,-5.79,-0.02,-0.00,0.00
2584,-5.80,-0.02,-0.00,0.00
2585,-5.80,-0.02,-0.00,0.00
2586,-5.80,-0.02,-0.00,0.00
2587,-5.80,-0.02,-0.00,0.00
2588,-5.80,-0.01,-0.00,0.00
2589,-5.80,-0.01,-0.00,0.00
2590,-5.81,-0.01,-0.00,0.00
2591,-5.81,-0.01,0.00,0.00
2592,-5.81,-0.01,0.00,0.00
2593,-5.81,-0.01,0.00,0.00
2594,-5.81,-0.01,0.00,0.00
2595,-5.81,-0.01,0.00,0.01
2596,-5.81,-0.01,0.00,0.01
2597,-5.81,-0.01,0.00,0.01
2598,-5.81,-0.01,0.00,0.01
2599,-5.82,-0.01,0.00,0.01
2600,-5.82,-0.01,0.01,0.01
2601,-5.82,-0.00,0.01,0.02
2602,-5.82,-0.00,0.01,0.02
2603,-5.82,0.00,0.01,0.03
2604,-5.77,-0.03,-0.00,0.00
2605,-5.77,-0.03,-0.00,0.00
2606,-5.78,-0.03,-0.00,0.00
2607,-5.78,-0.03,-0.00,0.00
2608,-5.78,-0.03,-0.00,0.00
2609,-5.79,-0.03,-0.00,0.00
2610,-5.79,-0.02,-0.00,0.00
2611,-5.79,-0.02,-0.00,0.00
2612,-5.79,-0.02,-0.00,0.00
2613,-5.79,-0.02,-0.00,0.00
2614,-5.80,-0.02,-0.00,0.00
2615,-5.80,-0.02,-0.00,0.00
2616,-5.80,-0.02,-0.00,0.00
2617,-5.80,-0.02,-0.00,0.00
2618,-5.80,-0.01,-0.00,0.00
2619,-5.80,-0.01,-0.00,0.00
2620,-5.81,-0.01,-0.00,0.00
2621,-5.81,-0.01,-0.00,0.00
2622,-5.81,-0.01,0.00,0.00
2623,-5.81,-0.01,0.00,0.00
2624,-5.81,-0.01,0.00,0.00
2625,-5.81,-0.01,0.00,0.00
2626,-5.81,-0.01,0.00,0.00
2627,-5.81,-0.01,0.00,0.01
2628,-5.81,-0.01,0.00,0.01
2629,-5.82,-0.01,0.00,0.01
2630,-5.82,-0.01,0.00,0.01
2631,-5.82,-0.00,0.01,0.01
2632,-5.82,-0.00,0.01,0.02
2633,-5.82,-0.00,0.01,0.02
2634,-5.82,0.00,0.01,0.03
2635,-5.77,-0.03,-0.00,0.00
2636,-5.78,-0.03,-0.00,0.00
2637,-5.78,-0.03,-0.00,0.00
2638,-5.78,-0.03,-0.00,0.00
2639,-5.79,-0.03,-0.00,0.00
2640,-5.79,-0.02,-0.00,0.00
2641,-5.79,-0.02,-0.00,0.00
2642,-5.79,-0.02,-0.00,0.00
2643,-5.79,-0.02,-0.00,0.00
2644,-5.80,-0.02,-0.00,0.00
2645,-5.80,-0.02,-0.00,0.00
2646,-5.80,-0.02,-0.00,0.00
2647,-5.80,-0.02,-0.00,0.00
2648,-5.80,-0.01,-0.00,0.00
2649,-5.80,-0.01,-0.00,0.00
2650,-5.81,-0.01,-0.00,0.00
2651,-5.81,-0.01,-0.00,0.00
2652,-5.81,-0.01,-0.00,0.00
2653,-5.81,-0.01,0.00,0.00
2654,-5.81,-0.01,0.00,0.00
2655,-5.81,-0.01,0.00,0.00
2656,-5.81,-0.01,0.00,0.00
2657,-5.81,-0.01,0.00,0.00
2658,-5.81,-0.01,0.00,0.01
2659,-5.82,-0.01,0.00,0.01
2660,-5.82,-0.01,0.00,0.01
2661,-5.82,-0.01,0.00,0.01
2662,-5.82,-0.00,0.00,0.01
2663,-5.82,-0.00,0.01,0.02
2664,-5.82,-0.00,0.01,0.02
2665,-5.82,0.00,0.01,0.02
2666,-5.78,-0.03,-0.00,0.00
2667,-5.78,-0.03,-0.00,0.00
2668,-5.78,-0.03,-0.00,0.00
2669,-5.79,-0.03,-0.00,0.00
2670,-5.79,-0.02,-0.00,0.00
2671,-5.79,-0.02,-0.00,0.00
2672,-5.79,-0.02,-0.00,0.00
2673,-5.79,-0.02,-0.00,0.00
2674,-5.80,-0.02,-0.00,0.00
2675,-5.80,-0.02,-0.00,0.00
2676,-5.80,-0.02,-0.00,0.00
2677,-5.80,-0.02,-0.00,0.00
2678,-5.80,-0.01,-0.00,0.00
2679,-5.80,-0.01,-0.00,0.00
2680,-5.81,-0.01,-0.00,0.00
2681,-5.81,-0.01,-0.00,0.00
2682,-5.81,-0.01,-0.00,0.00
2683,-5.81,-0.01,-0.00,0.00
2684,-5.81,-0.01,0.00,0.00
2685,-5.81,-0.01,0.00,0.00
2686,-5.81,-0.01,0.00,0.00
2687,-5.81,-0.01,0.00,0.00
2688,-5.81,-0.01,0.00,0.00
2689,-5.82,-0.01,0.00,0.01
2690,-5.82,-0.01,0.00,0.01
2691,-5.82,-0.01,0.00,0.01
2692,-5.82,-0.01,0.00,0.01
2693,-5.82,-0.00,0.00,0.01
2694,-5.82,-0.00,0.01,0.02
2695,-5.82,-0.00,0.01,0.02
2696,-5.82,0.00,0.01,0.02
2697,-5.78,-0.03,-0.00,0.00
2698,-5.78,-0.03,-0.00,0.00
2699,-5.79,-0.03,-0.00,0.00
2700,-5.79,-0.02,-0.00,0.00
2701,-5.79,-0.02,-0.00,0.00
2702,-5.79,-0.02,-0.00,0.00
2703,-5.79,-0.02,-0.00,0.00
2704,-5.80,-0.02,-0.00,0.00
2705,-5.80,-0.02,-0.00,0.00
2706,-5.80,-0.02,-0.00,0.00
2707,-5.80,-0.02,-0.00,0.00
2708,-5.80,-0.01,-0.00,0.00
2709,-5.80,-0.01,-0.00,0.00
2710,-5.81,-0.01,-0.00,0.00
2711,-5.81,-0.01,-0.00,0.00
2712,-5.81,-0.01,-0.00,0.00
2713,-5.81,-0.01,-0.00,0.00
2714,-5.81,-0.01,-0.00,0.00
2715,-5.81,-0.01,0.00,0.00
2716,-5.81,-0.01,0.00,0.00
2717,-5.81,-0.01,0.00,0.00
2718,-5.81,-0.01,0.00,0.00
2719,-5.82,-0.01,0.00,0.00
2720,-5.82,-0.01,0.00,0.00
2721,-5.82,-0.01,0.00,0.01
2722,-5.82,-0.01,0.00,0.01
2723,-5.82,-0.01,0.00,0.01
2724,-5.82,-0.00,0.00,0.01
2725,-5.82,-0.00,0.01,0.01
2726,-5.82,-0.00,0.01,0.02
2727,-5.82,0.00,0.01,0.02
2728,-5.78,-0.03,-0.00,0.00
2729,-5.79,-0.03,-0.00,0.00
2730,-5.79,-0.02,-0.00,0.00
2731,-5.79,-0.02,-0.00,0.00
2732,-5.79,-0.02,-0.00,0.00
2733,-5.79,-0.02,-0.00,0.00
2734,-5.80,-0.02,-0.00,0.00
2735,-5.80,-0.02,-0.00,0.00
2736,-5.80,-0.02,-0.00,0.00
2737,-5.80,-0.02,-0.00,0.00
2738,-5.80,-0.01,-0.00,0.00
2739,-5.80,-0.01,-0.00,0.00
2740,-5.81,-0.01,-0.00,0.00
2741,-5.81,-0.01,-0.00,0.00
2742,-5.81,-0.01,-0.00,0.00
2743,-5.81,-0.01,-0.00,0.00
2744,-5.81,-0.01,-0.00,0.00
2745,-5.81,-0.01,-0.00,0.00
2746,-5.81,-0.01,0.00,0.00
2747,-5.81,-0.01,0.00,0.00
2748,-5.82,-0.01,0.00,0.00
2749,-5.82,-0.01,0.00,0.00
2750,-5.82,-0.01,0.00,0.00
2751,-5.82,-0.01,0.00,0.00
2752,-5.82,-0.01,0.00,0.01
2753,-5.82,-0.01,0.00,0.01
2754,-5.82,-0.00,0.00,0.01
2755,-5.82,-0.00,0.00,0.01
2756,-5.82,-0.00,0.01,0.01
2757,-5.82,-0.00,0.01,0.02
2758,-5.82,0.00,0.01,0.02
2759,-5.79,-0.03,-0.00,0.00
2760,-5.79,-0.02,-0.00,0.00
2761,-5.79,-0.02,-0.00,0.00
2762,-5.79,-0.02,-0.00,0.00
2763,-5.79,-0.02,-0.00,0.00
2764,-5.80,-0.02,-0.00,0.00
2765,-5.80,-0.02,-0.00,0.00
2766,-5.80,-0.02,-0.00,0.00
2767,-5.80,-0.02,-0.00,0.00
2768,-5.80,-0.01,-0.00,0.00
2769,-5.80,-0.01,-0.00,0.00
2770,-5.81,-0.01,-0.00,0.00
2771,-5.81,-0.01,-0.00,0.00
2772,-5.81,-0.01,-0.00,0.00
2773,-5.81,-0.01,-0.00,0.00
2774,-5.81,-0.01,-0.00,0.00
2775,-5.81,-0.01,-0.00,0.00
2776,-5.81,-0.01,-0.00,0.00
2777,-5.81,-0.01,0.00,0.00
2778,-5.82,-0.01,0.00,0.00
2779,-5.82,-0.01,0.00,0.00
2780,-5.82,-0.01,0.00,0.00
2781,-5.82,-0.01,0.00,0.00
2782,-5.82,-0.01,0.00,0.00
2783,-5.82,-0.01,0.00,0.01
2784,-5.82,-0.01,0.00,0.01
2785,-5.82,-0.00,0.00,0.01
2786,-5.82,-0.00,0.00,0.01
2787,-5.82,-0.00,0.00,0.01
2788,-5.82,-0.00,0.01,0.02
2789,-5.82,0.00,0.01,0.02
2790,-5.79,-0.02,-0.00,0.00
2791,-5.79,-0.02,-0.00,0.00
2792,-5.79,-0.02,-0.00,0.00
2793,-5.79,-0.02,-0.00,0.00
2794,-5.80,-0.02,-0.00,0.00
2795,-5.80,-0.02,-0.00,0.00
2796,-5.80,-0.02,-0.00,0.00
2797,-5.80,-0.02,-0.00,0.00
2798,-5.80,-0.01,-0.00,0.00
2799,-5.81,-0.01,-0.00,0.00
2800,-5.81,-0.01,-0.00,0.00
2801,-5.81,-0.01,-0.00,0.00
2802,-5.81,-0.01,-0.00,0.00
2803,-5.81,-0.01,-0.00,0.00
2804,-5.81,-0.01,-0.00,0.00
2805,-5.81,-0.01,-0.00,0.00
2806,-5.81,-0.01,-0.00,0.00
2807,-5.81,-0.01,-0.00,0.00
2808,-5.82,-0.01,0.00,0.00
2809,-5.82,-0.01,0.00,0.00
2810,-5.82,-0.01,0.00,0.00
2811,-5.82,-0.01,0.00,0.00
2812,-5.82,-0.01,0.00,0.00
2813,-5.82,-0.01,0.00,0.00
2814,-5.82,-0.01,0.00,0.01
2815,-5.82,-0.00,0.00,0.01
2816,-5.82,-0.00,0.00,0.01
2817,-5.82,-0.00,0.00,0.01
2818,-5.82,-0.00,0.00,0.01
2819,-5.82,-0.00,0.01,0.01
2820,-5.82,0.00,0.01,0.02
2821,-5.79,-0.02,-0.00,0.00
2822,-5.79,-0.02,-0.00,0.00
2823,-5.79,-0.02,-0.00,0.00
2824,-5.80,-0.02,-0.00,0.00
2825,-5.80,-0.02,-0.00,0.00
2826,-5.80,-0.02,-0.00,0.00
2827,-5.80,-0.02,-0.00,0.00
2828,-5.80,-0.01,-0.00,0.00
2829,-5.81,-0.01,-0.00,0.00
2830,-5.81,-0.01,-0.00,0.00
2831,-5.81,-0.01,-0.00,0.00
2832,-5.81,-0.01,-0.00,0.00
2833,-5.81,-0.01,-0.00,0.00
2834,-5.81,-0.01,-0.00,0.00
2835,-5.81,-0.01,-0.00,0.00
2836,-5.81,-0.01,-0.00,0.00
2837,-5.81,-0.01,-0.00,0.00
2838,-5.82,-0.01,-0.00,0.00
2839,-5.82,-0.01,0.00,0.00
2840,-5.82,-0.01,0.00,0.00
2841,-5.82,-0.01,0.00,0.00
2842,-5.82,-0.01,0.00,0.00
2843,-5.82,-0.01,0.00,0.00
2844,-5.82,-0.01,0.00,0.00
2845,-5.82,-0.01,0.00,0.00
2846,-5.82,-0.00,0.00,0.01
2847,-5.82,-0.00,0.00,0.01
2848,-5.82,-0.00,0.00,0.01
2849,-5.82,-0.00,0.00,0.01
2850,-5.82,-0.00,0.01,0.01
2851,-5.82,0.00,0.01,0.02
2852,-5.79,-0.02,-0.00,0.00
2853,-5.79,-0.02,-0.00,0.00
2854,-5.80,-0.02,-0.00,0.00
2855,-5.80,-0.02,-0.00,0.00
2856,-5.80,-0.02,-0.00,0.00
2857,-5.80,-0.02,-0.00,0.00
2858,-5.80,-0.02,-0.00,0.00
2859,-5.81,-0.01,-0.00,0.00
2860,-5.81,-0.01,-0.00,0.00
2861,-5.81,-0.01,-0.00,0.00
2862,-5.81,-0.01,-0.00,0.00
2863,-5.81,-0.01,-0.00,0.00
2864,-5.81,-0.01,-0.00,0.00
2865,-5.81,-0.01,-0.00,0.00
2866,-5.81,-0.01,-0.00,0.00
2867,-5.81,-0.01,-0.00,0.00
2868,-5.82,-0.01,-0.00,0.00
2869,-5.82,-0.01,-0.00,0.00
2870,-5.82,-0.01,0.00,0.00
2871,-5.82,-0.01,0.00,0.00
2872,-5.82,-0.01,0.00,0.00
2873,-5.82,-0.01,0.00,0.00
2874,-5.82,-0.01,0.00,0.00
2875,-5.82,-0.01,0.00,0.00
2876,-5.82,-0.01,0.00,0.00
2877,-5.82,-0.00,0.00,0.01
2878,-5.82,-0.00,0.00,0.01
2879,-5.82,-0.00,0.00,0.01
2880,-5.82,-0.00,0.00,0.01
2881,-5.82,-0.00,0.01,0.01
2882,-5.82,0.00,0.01,0.02
2883,-5.79,-0.02,-0.00,0.00
2884,-5.80,-0.02,-0.00,0.00
2885,-5.80,-0.02,-0.00,0.00
2886,-5.80,-0.02,-0.00,0.00
2887,-5.80,-0.02,-0.00,0.00
2888,-5.80,-0.02,-0.00,0.00
2889,-5.81,-0.01,-0.00,0.00
2890,-5.81,-0.01,-0.00,0.00
2891,-5.81,-0.01,-0.00,0.00
2892,-5.81,-0.01,-0.00,0.00
2893,-5.81,-0.01,-0.00,0.00
2894,-5.81,-0.01,-0.00,0.00
2895,-5.81,-0.01,-0.00,0.00
2896,-5.81,-0.01,-0.00,0.00
2897,-5.81,-0.01,-0.00,0.00
2898,-5.82,-0.01,-0.00,0.00
2899,-5.82,-0.01,-0.00,0.00
2900,-5.82,-0.01,-0.00,0.00
2901,-5.82,-0.01,0.00,0.00
2902,-5.82,-0.01,0.00,0.00
2903,-5.82,-0.01,0.00,0.00
2904,-5.82,-0.01,0.00,0.00
2905,-5.82,-0.01,0.00,0.00
2906,-5.82,-0.01,0.00,0.00
2907,-5.82,-0.00,0.00,0.00
2908,-5.82,-0.00,0.00,0.01
2909,-5.82,-0.00,0.00,0.01
2910,-5.82,-0.00,0.00,0.01
2911,-5.82,-0.00,0.00,0.01
2912,-5.82,-0.00,0.00,0.01
2913,-5.82,0.00,0.01,0.02
2914,-5.80,-0.02,-0.00,0.00
2915,-5.80,-0.02,-0.00,0.00
2916,-5.80,-0.02,-0.00,0.00
2917,-5.80,-0.02,-0.00,0.00
2918,-5.80,-0.02,-0.00,0.00
2919,-5.81,-0.01,-0.00,0.00
2920,-5.81,-0.01,-0.00,0.00
2921,-5.81,-0.01,-0.00,0.00
2922,-5.81,-0.01,-0.00,0.00
2923,-5.81,-0.01,-0.00,0.00
2924,-5.81,-0.01,-0.00,0.00
2925,-5.81,-0.01,-0.00,0.00
2926,-5.81,-0.01,-0.00,0.00
2927,-5.81,-0.01,-0.00,0.00
2928,-5.82,-0.01,-0.00,0.00
2929,-5.82,-0.01,-0.00,0.00
2930,-5.82,-0.01,-0.00,0.00
2931,-5.82,-0.01,-0.00,0.00
2932,-5.82,-0.01,0.00,0.00
2933,-5.82,-0.01,0.00,0.00
2934,-5.82,-0.01,0.00,0.00
2935,-5.82,-0.01,0.00,0.00
2936,-5.82,-0.01,0.00,0.00
2937,-5.82,-0.00,0.00,0.00
2938,-5.82,-0.00,0.00,0.00
2939,-5.82,-0.00,0.00,0.00
2940,-5.82,-0.00,0.00,0.01
2941,-5.82,-0.00,0.00,0.01
2942,-5.82,-0.00,0.00,0.01
2943,-5.82,-0.00,0.00,0.01
2944,-5.82,0.00,0.01,0.01
2945,-5.80,-0.02,-0.00,0.00
2946,-5.80,-0.02,-0.00,0.00
2947,-5.80,-0.02,-0.00,0.00
2948,-5.80,-0.02,-0.00,0.00
2949,-5.81,-0.01,-0.00,0.00
2950,-5.81,-0.01,-0.00,0.00
2951,-5.81,-0.01,-0.00,0.00
2952,-5.81,-0.01,-0.00,0.00
2953,-5.81,-0.01,-0.00,0.00
2954,-5.81,-0.01,-0.00,0.00
2955,-5.81,-0.01,-0.00,0.00
2956,-5.81,-0.01,-0.00,0.00
2957,-5.81,-0.01,-0.00,0.00
2958,-5.82,-0.01,-0.00,0.00
2959,-5.82,-0.01,-0.00,0.00
2960,-5.82,-0.01,-0.00,0.00
2961,-5.82,-0.01,-0.00,0.00
2962,-5.82,-0.01,-0.00,0.00
2963,-5.82,-0.01,0.00,0.00
2964,-5.82,-0.01,0.00,0.00
2965,-5.82,-0.01,0.00,0.00
2966,-5.82,-0.01,0.00,0.00
2967,-5.82,-0.00,0.00,0.00
2968,-5.82,-0.00,0.00,0.00
2969,-5.82,-0.00,0.00,0.00
2970,-5.82,-0.00,0.00,0.00
2971,-5.82,-0.00,0.00,0.01
2972,-5.82,-0.00,0.00,0.01
2973,-5.82,-0.00,0.00,0.01
2974,-5.82,-0.00,0.00,0.01
2975,-5.82,0.00,0.01,0.01
2976,-5.80,-0.02,-0.00,0.00
2977,-5.80,-0.02,-0.00,0.00
2978,-5.80,-0.02,-0.00,0.00
2979,-5.81,-0.01,-0.00,0.00
2980,-5.81,-0.01,-0.00,0.00
2981,-5.81,-0.01,-0.00,0.00
2982,-5.81,-0.01,-0.00,0.00
2983,-5.81,-0.01,-0.00,0.00
2984,-5.81,-0.01,-0.00,0.00
2985,-5.81,-0.01,-0.00,0.00
2986,-5.81,-0.01,-0.00,0.00
2987,-5.81,-0.01,-0.00,0.00
2988,-5.82,-0.01,-0.00,0.00
2989,-5.82,-0.01,-0.00,0.00
2990,-5.82,-0.01,-0.00,0.00
2991,-5.82,-0.01,-0.00,0.00
2992,-5.82,-0.01,-0.00,0.00
2993,-5.82,-0.01,-0.00,0.00
2994,-5.82,-0.01,0.00,0.00
2995,-5.82,-0.01,0.00,0.00
2996,-5.82,-0.01,0.00,0.00
2997,-5.82,-0.01,0.00,0.00
2998,-5.82,-0.00,0.00,0.00
2999,-5.82,-0.00,0.00,0.00
3000,-5.82,-0.00,0.00,0.00
3001,-5.82,-0.00,0.00,0.00
3002,-5.82,-0.00,0.00,0.01
3003,-5.82,-0.00,0.00,0.01
3004,-5.82,-0.00,0.00,0.01
3005,-5.82,-0.00,0.00,0.01
3006,-5.82,0.00,0.01,0.01
